34211604,B,LTP12-9,20
34211610,A,EC22-70,1
34211610,A,ELO-23,1
34211610,A,ET1-35,2
34211610,A,ITTC42-1,1
34211610,A,TT2-32,2
34211610,A,DA2-61,2
34211610,A,TA1-35,2
34211610,A,LTP14-7,44.1667
34211610,A,WGXL-16K,44.79166
34211610,A,WGXL-16W,44.79166
34211622,REL,CAABS-12,1
34211622,REL,CAABS-7,2
34211622,REL,EA1-9,2
34211622,REL,EC121-8,1
34211622,REL,ELO-22,1
34211622,REL,ET2-27,10
34211622,REL,LTP12-9,3.33
34211622,REL,LTP34-11,12.083
34211622,REL,LTP38-8,7.166
34211622,REL,CAABS-13,1
34211656,REL,CAABS-18,2
34211656,REL,CAABS-9,1
34211656,REL,CAABS-1,1
34211656,REL,EC121-9,1
34211656,REL,EC21-12,1
34211656,REL,ELO-1,1
34211656,REL,ELO-22,1
34211656,REL,ET2-27,14
34211656,REL,LTP12-9,1.75
34211656,REL,LTP34-11,39
34211656,REL,LTP38-8,6.25
34211656,REL,LTP14-7,0.25
34211656,REL,WGXL-16K,0.83
34211656,REL,WGXL-16W,0.83
34211700,B,EC81-4,1
34211700,B,EC82-77,1
34211700,B,ELO-30,1
34211700,B,ELO-6,1
34211700,B,ET1-35,8
34211700,B,ET2-27,8
34211700,B,LTP14-7,42.66
34211700,B,LTP38-8,54.33
34211700,B,LTP58-10,4.16
34211700,B,TT2-218,16
34211700,B,WGXL-18G,244.91
34211700,B,WGXL-18N,244.91
34211905,REL,CA212C-24,8.25
34211905,REL,DA1-32,26
34211905,REL,DA2-11,8
34211905,REL,DA2-13,1
34211905,REL,DA2-40,5
34211905,REL,DC162-37,1
34211905,REL,DC21-98,1
34211905,REL,DC22-137,1
34211905,REL,DC22-38,2
34211905,REL,DC22-39,1
34211905,REL,DC22-40,1
34211905,REL,DC22-61,1
34211905,REL,DC22-85,1
34211905,REL,DC32-92,1
34211905,REL,DLO-15,1
34211905,REL,DLO-16,1
34211905,REL,DLO-7,4
34211905,REL,DLO-8,4
34211905,REL,DT2-14,2
34211905,REL,DT2-37,8
34211905,REL,DT2-49,2
34211905,REL,EA1-9,1
34211905,REL,EC122-41,1
34211905,REL,EC22-70,1
34211905,REL,EC31-13,3
34211905,REL,ELO-21,1
34211905,REL,ELO-23,1
34211905,REL,ELO-5,3
34211905,REL,EPCA4-1,1
34211905,REL,EPCA4-2,1
34211905,REL,EPCA4-3,1
34211905,REL,EPCA4-4,1
34211905,REL,EPCA4-5,1
34211905,REL,EPCA4-6,1
34211905,REL,EPCC-1,1
34211905,REL,EPCC202-2,1
34211905,REL,ET1-35,13
34211905,REL,ET2-34,9
34211905,REL,LTP114-13,1
34211905,REL,LTP12-9,6
34211905,REL,LTP14-7,10
34211905,REL,LTP34-11,46
34211905,REL,LTP38-8,13
34211905,REL,LTP58-10,4.5
34211905,REL,MT2-17,74
34211905,REL,R2K-21,1
34211905,REL,SCL364-57,1.34
34211905,REL,SK38-32,1
34211905,REL,SKO34-1,0.25
34211905,REL,STR-7,1
34211905,REL,WGXL-14E,2
34211905,REL,WGXL-14I,2
34211905,REL,WGXL-18B,216.455
34211905,REL,WGXL-18E,26.041
34211905,REL,WGXL-18G,224.163
34211905,REL,WGXL-18I,81.5416
34211905,REL,WGXL-18O,263.83
34211905,REL,WGXL-18T,117.1667
34211905,REL,WGXL-18W,206.958
34211905,REL,WGXL-18Y,330.2883
34211905,REL,DT2-119,2
34211905,REL,DT1-31,3
34211905,REL,DLO-9,2
34211905,REL,DA1-32,8
34211905,REL,DT2-36,8
34212058,REL,EC231-211,1
34212058,REL,ET2-8,39
34212058,REL,ET2-2,4
34212058,REL,EA1-9,17
34212058,REL,EC311-219,1
34212058,REL,EC41-45,1
34212058,REL,ELO-13,1
34212058,REL,ET2-39,4
34212058,REL,EC31-13,6
34212058,REL,ELO-10,4
34212058,REL,ELO-5,2
34212058,REL,ET2-33,18
34212058,REL,DC22-137,3
34212058,REL,DT2-14,15
34212058,REL,DA2-80,46
34212058,REL,DA1-2,9
34212058,REL,DC41-108,1
34212058,REL,DT1-16,4
34212058,REL,DA2-26,4
34212058,REL,DLO-47,1
34212058,REL,DC52-66,2
34212058,REL,DT2-38,8
34212058,REL,DC22-29,1
34212058,REL,DA4-20,1
34212058,REL,F5A-8,1
34212058,REL,DT2-55,1
34212058,REL,DT2-39,1
34212058,REL,EC61-17,1
34212058,REL,ELO-29,1
34212058,REL,ET2-27,2
34212058,REL,DC32-36,2
34212058,REL,DC41-20,1
34212058,REL,DT1-31,23
34212058,REL,DC221-19,1
34212058,REL,DLO-2,2
34212058,REL,DT1-5,6
34212058,REL,DA2-73,3
34212058,REL,DA2-40,3
34212058,REL,DC22-115,1
34212058,REL,DT2-49,2
34212058,REL,DC11-16,1
34212058,REL,EC42-90,1
34212058,REL,ELO-27,1
34212058,REL,ET1-35,4
34212058,REL,DC31-24,2
34212058,REL,DC21-2,1
34212058,REL,DC42-27,1
34212058,REL,EC22-70,1
34212058,REL,ELO-23,1
34212058,REL,TT2-22,2
34212058,REL,TT3-13,2
34212058,REL,TT3-41,1
34212058,REL,MT3-80,1
34212058,REL,SK18-24,0.125
34212058,REL,WGXL-12K,33
34212058,REL,WGXL-12R,38.27083333
34212058,REL,WGXL-14K,14.54166667
34212058,REL,WGXL-14I,9.89583333
34212058,REL,WTXL-14I,5.3125
34212058,REL,WTXL-14R,39.29
34212058,REL,WGXL-14W,53.1458333
34212058,REL,WGXL-16K,13.74333333
34212058,REL,WGXL-18K,652.8958333
34212058,REL,WGXL-18B,262.5833333
34212058,REL,WGXL-18R,11.4791667
34212058,REL,WGXL-18W,204.8333
34212058,REL,CA212C-24,98.91667
34212058,REL,DLO-32,2
34212058,REL,CA318C-88,117.6
34212058,REL,SK14-6,0.916
34212058,REL,SK38-32,1.25
34212058,REL,SK34-4,0.25
34212058,REL,SKO34-1,0.25
34212058,REL,LTP14-7,21.16
34212058,REL,LTP38-8,16.08
34212058,REL,LTP12-9,17
34212058,REL,LTP58-10,11.75
34212058,REL,LTP1-18,7.34
34212058,REL,LTP34-11,38.16
34212058,REL,RL-83,2
34212303,REL,WGXL-16T,46.37
34212303,REL,WGXL-16W,31.33
34212303,REL,WGXL-16K,15.04
34212303,REL,ET2-27,5
34212303,REL,EC81-4,1
34212303,REL,ELO-30,1
34212303,REL,EA1-9,3
34212303,REL,SK14-6,0.12
34212303,REL,SK18-24,0.4
34212303,REL,LTP14-7,6.83
34212303,REL,LTP38-8,14.5
34212501,REL,DA1-2,1
34212501,REL,DA2-38,3
34212501,REL,DA2-40,2
34212501,REL,DC61-6,1
34212501,REL,DT1-31,2
34212501,REL,DT1-5,3
34212501,REL,LTP12-9,1
34212501,REL,SK14-6,0.6
34212501,REL,TT3-10,2
34212501,REL,TT3-14,4
34212501,REL,WGXL-16K,2.75
34212501,REL,WGXL-16W,3.84
34212501,REL,WGXL-18K,1.92
34212501,REL,WGXL-18W,1.92
34212712,B,DA1-2,11
34212712,B,DA2-80,5
34212712,B,DA2-40,20
34212712,B,DC11-16,1
34212712,B,DC12-14,1
34212712,B,DC21-2,1
34212712,B,DC22-137,1
34212712,B,DC41-35,1
34212712,B,DC42-17,1
34212712,B,DC42-27,1
34212712,B,DC61-6,1
34212712,B,DC62-7,2
34212712,B,DT1-5,8
34212712,B,DT1-31,1
34212712,B,DT2-14,4
34212712,B,DT2-4,12
34212712,B,LTP12-9,13
34212712,B,LTP14-7,2
34212712,B,LTP58-10,12
34212712,B,SK14-6,0.5
34212712,B,TT3-149,1
34212712,B,WGXL-14K,11.16
34212712,B,WGXL-14T,15
34212712,B,WGXL-14W,135.41
34212712,B,WGXL-16T,30
34212712,B,WGXL-18W,39
34212712,B,WGXL-14G,22.33
34212712,B,WGXL-18G,15
34212904,REL,DA2-39,12
34212904,REL,DC22-137,6
34212904,REL,DT2-4,12
34212904,REL,LTP14-7,39.5
34212904,REL,LTP38-8,3.333
34212904,REL,SK18-24,0.08
34212904,REL,SK14-6,0.5
34212904,REL,SK38-7,1
34212904,REL,WGXL-14B,46.08333333
34212904,REL,WGXL-14K,47.33333333
34212906,A,DA1-7,1
34212906,A,DA2-26,1
34212906,A,DA2-39,2
34212906,A,DC22-137,1
34212906,A,DC42-72,1
34212906,A,DLO-36,1
34212906,A,DT2-4,2
34212906,A,DT2-82,3
34212906,A,LTP38-8,15.9
34212906,A,LTP14-7,1.9
34212906,A,SK12-3,0.2
34212906,A,SK14-6,0.2
34212906,A,SK18-24,0.2
34212906,A,TT3-14,5
34212906,A,TT3-21,1
34212906,A,WGXL-14B,7.83
34212906,A,WGXL-14I,18.5
34212906,A,WGXL-14K,5.5
34212906,A,WGXL-14R,16.9
34212906,A,WGXL-16B,14.9
34212906,A,WGXL-16I,30.83
34212909,REL,DLO-36,1
34212909,REL,DC22-137,1
34212909,REL,DC42-72,1
34212909,REL,DA1-7,1
34212909,REL,DA2-26,3
34212909,REL,DA2-40,2
34212909,REL,WGXL-14K,7.433333333
34212909,REL,WGXL-14R,17.667
34212909,REL,WGXL-14B,9.94
34212909,REL,WGXL-14I,18.8
34212909,REL,WGXL-16K,11.958
34212909,REL,WGXL-16B,14.95833333
34212909,REL,WGXL-16I,20.04166667
34212909,REL,TT3-21,1
34212909,REL,TT3-14,5
34212909,REL,DT2-4,2
34212909,REL,DT2-72,3
34212909,REL,LTP12-9,3.666666667
34212909,REL,LTP14-7,3.833333333
34212909,REL,LTP38-8,14
34212909,REL,SK14-6,0.833333333
34213230,A,EC41-16,2
34213230,A,ELO-2,2
34213230,A,ET2-41,4
34213230,A,LTP14-7,11.25
34213230,A,WGXL-16O,11.916
34213230,A,WGXL-16Y,11.916
34213242,REL,ELO-2,2
34213242,REL,EA1-9,4
34213242,REL,ET2-27,4
34213242,REL,LTP14-7,21.16
34213242,REL,WGXL-16O,22.12
34213242,REL,WGXL-16Y,22.12
34213242,REL,EC41-16,2
34250101,A,ELO-7,1
34250101,A,ELO-14,1
34250101,A,DC82-32,2
34250101,A,EC121-7,1
34250101,A,EC121-73,1
34250101,A,RES1,2
34250101,A,R2K-21,8
34250101,A,ET2-27,13
34250101,A,ET2-28,12
34250101,A,TT3-10,1
34250101,A,TT3-14,1
34250101,A,TT2-312,25
34250101,A,DT2-25,12
34250101,A,DT1-73,2
34250101,A,WTXL-20K,3.125
34250101,A,WGXL-18RK,8.583
34250101,A,WTXL-20G,42.25
34250101,A,WTXL-20W,46.5
34250101,A,LTP12-9,3
34250101,A,LTP38-8,1.25
34250101,A,LTP58-10,1.5
34250101,A,TC252-92,1
34250101,A,ELO-1,1
34250101,A,EC21-12,1
34250101,A,EA1-9,1
34250101,A,SK14-6,0.41
34250712,REL,BB6-11,1
34250712,REL,BB8-8,1
34250712,REL,DA1-2,8
34250712,REL,DA2-38,27
34250712,REL,DA2-29,3
34250712,REL,DA2-40,15
34250712,REL,DA2-80,1
34250712,REL,DC21-98,1
34250712,REL,DC22-137,7
34250712,REL,DC22-85,1
34250712,REL,DC222-22,1
34250712,REL,DC32-110,1
34250712,REL,DC32-36,2
34250712,REL,DC62-7,1
34250712,REL,DC82-32,1
34250712,REL,DLO-2,2
34250712,REL,DLO-42,1
34250712,REL,DT1-53,2
34250712,REL,DT1-73,1
34250712,REL,DT2-103,2
34250712,REL,DT2-14,15
34250712,REL,DT2-25,7
34250712,REL,DT2-4,26
34250712,REL,DT2-69,3
34250712,REL,EA1-10,3
34250712,REL,EA1-9,5
34250712,REL,EC121-7,1
34250712,REL,EC121-73,1
34250712,REL,EC121-8,1
34250712,REL,EC121-9,1
34250712,REL,EC122-187,1
34250712,REL,EC31-13,1
34250712,REL,EC32-43,1
34250712,REL,EC42-90,1
34250712,REL,EC81-72,1
34250712,REL,EC82-77,2
34250712,REL,ELO-10,1
34250712,REL,ELO-14,1
34250712,REL,ELO-27,1
34250712,REL,ELO-6,2
34250712,REL,ELO-7,4
34250712,REL,ELO-9,1
34250712,REL,ET1-35,16
34250712,REL,ET2-27,47
34250712,REL,ET2-28,12
34250712,REL,ET2-34,3
34250712,REL,ET2-6,5
34250712,REL,TT4-63,4
34250712,REL,LTP1-18,9.42
34250712,REL,LTP12-9,27.84
34250712,REL,LTP14-7,25.34
34250712,REL,LTP38-8,34.08
34250712,REL,LTP58-10,1.25
34250712,REL,R2K-21,5
34250712,REL,SK18-24,0.42
34250712,REL,SK38-32,1.125
34250712,REL,SCL38-17,0.6
34250712,REL,SCL14-25,1.25
34250712,REL,TC222-11,1
34250712,REL,TT2-308,10
34250712,REL,TT2-309,7
34250712,REL,TT3-10,5
34250712,REL,TT3-107,2
34250712,REL,TT3-14,12
34250712,REL,TT3-9,3
34250712,REL,WGXL-10K,6.21
34250712,REL,WGXL-12K,8.625
34250712,REL,WGXL-12R,9.916666667
34250712,REL,WGXL-14K,38.65
34250712,REL,WGXL-14R,3.416666667
34250712,REL,WGXL-14RK,39.46
34250712,REL,WGXL-14YK,7.625
34250712,REL,WGXL-16K,68.48333333
34250712,REL,WGXL-16R,5.25
34250712,REL,WGXL-16W,28.46666667
34250712,REL,WGXL-16RK,191.6583333
34250712,REL,WGXL-16G,10.45833333
34250712,REL,WGXL-16B,18
34250712,REL,WGXL-18K,12.41666667
34250712,REL,WGXL-18R,3.625
34250712,REL,WGXL-18W,211.0416667
34250712,REL,WGXL-18RK,4.3
34250712,REL,WGXL-18YK,11
34250712,REL,WGXL-18B,26.125
34250712,REL,WTXL-14K,4.13
34250712,REL,WTXL-14RK,1.67
34250712,REL,WTXL-14YK,11.42
34250712,REL,WTXL-14G,14.71
34250712,REL,WTXL-16Y,10.63
34250712,REL,WTXL-16W,2.11
34250712,REL,WTXL-16RK,24.1
34250712,REL,WTXL-16B,16.13
34250712,REL,CA16204C-8,4.3
34250712,REL,DC11-16,1
34250712,REL,DT1-31,1
34250712,REL,SK14-6,2.6
34250712,REL,RES1,1
34250901,REL,DC22-137,1
34250901,REL,DA2-73,1
34250901,REL,DA2-80,1
34250901,REL,DT2-14,1
34250901,REL,DT2-4,1
34250901,REL,LTP38-8,10.84
34250901,REL,LTP14-7,2.75
34250901,REL,SK18-24,0.583333333
34250901,REL,SK14-6,1.5
34250901,REL,WGXL-18K,8.42
34250901,REL,WGXL-18RK,18.5
34250901,REL,WGXL-16K,9.58
34251004,REL,DC22-137,6
34251004,REL,DT2-4,27
34251004,REL,DA2-38,41
34251004,REL,DC32-36,5
34251004,REL,DC21-2,3
34251004,REL,DT1-5,14
34251004,REL,DC31-24,1
34251004,REL,DA1-2,1
34251004,REL,TT3-21,1
34251004,REL,DC61-6,1
34251004,REL,SK18-24,1.33
34251004,REL,SK14-6,4.58
34251004,REL,SK38-32,1
34251004,REL,LTP14-7,30.41
34251004,REL,LTP38-8,1
34251004,REL,LTP12-9,0.91
34251004,REL,LTP58-10,30.41
34251004,REL,WGXL-14K,20.08333333
34251004,REL,WGXL-16K,49.29166667
34251004,REL,WGXL-16RK,164.95
34251004,REL,WGXL-16W,47.75
34251400,REL,WGXL-14K,9.71
34251400,REL,WGXL-14RK,18
34251400,REL,WGXL-16LB,8.3
34251400,REL,WGXL-16W,8.3
34251400,REL,LTP38-8,11.42
34251400,REL,SK14-6,0.25
34251400,REL,ET2-27,5
34251400,REL,ELO-30,1
34251400,REL,EC81-4,1
34251400,REL,EA1-9,3
34251400,REL,TT3-14,3
34251400,REL,DC22-137,1
34251400,REL,DT2-4,2
34251400,REL,DA2-40,2
34251800,REL,DA2-38,2
34251800,REL,DC22-137,1
34251800,REL,DC22-88,1
34251800,REL,DT2-103,2
34251800,REL,DT2-4,2
34251800,REL,LTP12-9,2
34251800,REL,LTP34-11,1
34251800,REL,LTP38-8,7
34251800,REL,LTP58-10,6
34251800,REL,MT1-2,9
34251800,REL,SK38-7,2
34251800,REL,TC62-148,2
34251800,REL,TC91-44,1
34251800,REL,TT2-218,10
34251800,REL,WGXL-14K,20.79
34251800,REL,WGXL-14W,28.5
34251800,REL,WGXL-14YK,23.33
34252600,B,DA2-40,12
34252600,B,DC21-2,1
34252600,B,DT1-5,2
34252600,B,LTP14-7,16
34252600,B,LTP38-8,5.42
34252600,B,LTP12-9,0.17
34252600,B,SK38-32,0.5
34252600,B,WGXL-16K,26.1
34252600,B,WGXL-16YK,26.44
34252600,B,DC22-137,5
34252600,B,DT2-4,10
34252703,REL,DLO-2,2
34252703,REL,ELO-27,1
34252703,REL,DC62-7,1
34252703,REL,DC221-19,1
34252703,REL,EC42-90,1
34252703,REL,DA1-2,11
34252703,REL,DA2-40,13
34252703,REL,DA2-73,3
34252703,REL,DA2-80,1
34252703,REL,WGXL-18G,19
34252703,REL,WGXL-16W,46.8
34252703,REL,WGXL-16RK,38
34252703,REL,WGXL-14W,254.84
34252703,REL,WGXL-14RK,19
34252703,REL,WGXL-14G,92.34
34252703,REL,WGXL-14K,92.34
34252703,REL,ET1-35,4
34252703,REL,DT1-31,1
34252703,REL,DT2-4,6
34252703,REL,DT1-5,10
34252703,REL,LTP12-9,60.58
34252703,REL,LTP58-10,1.67
34252703,REL,LTP14-7,1.67
34252703,REL,SK18-24,0.38
34651902,REL,DLO-16,1
34651902,REL,DLO-8,4
34651902,REL,ELO-23,1
34651902,REL,ELO-5,3
34651902,REL,ELO-21,1
34651902,REL,DLO-15,1
34651902,REL,DC22-137,1
34651902,REL,DC32-92,1
34651902,REL,DC22-40,1
34651902,REL,DC162-37,1
34651902,REL,DC22-38,1
34651902,REL,DC22-39,2
34651902,REL,DC22-61,1
34651902,REL,EC22-70,1
34651902,REL,EC122-41,1
34651902,REL,EC31-13,3
34651902,REL,EPCC-1,1
34651902,REL,EPCC202-2,1
34651902,REL,DA1-33,26
34651902,REL,DA1-58,8
34651902,REL,DA2-11,8
34651902,REL,DA2-80,5
34651902,REL,ET1-35,13
34651902,REL,ET2-34,9
34651902,REL,MT1-61,74
34651902,REL,ET2-27,7
34651902,REL,EA1-9,2
34651902,REL,DA2-13,1
34651902,REL,STR-7,1
34651902,REL,DLO-9,4
34651902,REL,DT2-36,7
34651902,REL,DT2-74,1
34651902,REL,DT1-31,3
34651902,REL,DT2-14,2
34651902,REL,DT2-49,2
34651902,REL,DT2-37,8
34651902,REL,EC81-4,1
34651902,REL,ELO-30,1
34651902,REL,EC82-3,1
34651902,REL,SKO34-1,0.666666667
34651902,REL,SK34-4,0.333333333
34651902,REL,SK18-24,2.63
34651902,REL,SK38-32,1
34651902,REL,SK14-6,1.5
34651902,REL,WGXL-14E,8.04
34651902,REL,WGXL-14I,7.84
34651902,REL,WGXL-16G,37.39583333
34651902,REL,WGXL-18B,111.9375
34651902,REL,WGXL-18G,71.29166667
34651902,REL,WGXL-18E,31.84
34651902,REL,WGXL-18O,112.1875
34651902,REL,WGXL-18I,37.39583333
34651902,REL,WGXL-18T,37.39583333
34651902,REL,WTXL-18B,37.39583333
34651902,REL,WTXL-18G,38.33333333
34651902,REL,WTXL-18O,37.58333333
34651902,REL,WTXL-18T,37.58333333
34651902,REL,WTXL-18W,37.72916667
34651902,REL,WTXL-18Y,38.33333333
34651902,REL,WGXL-18W,304.375
34651902,REL,WGXL-18Y,185
34651902,REL,LTP1-18,1.666666667
34651902,REL,LTP12-9,1
34651902,REL,LTP14-7,21.08333333
34651902,REL,LTP34-11,39.91666667
34651902,REL,LTP58-10,2.333333333
34651902,REL,LTP38-8,18.25
34651902,REL,EPCA4-1,1
34651902,REL,EPCA4-2,1
34651902,REL,EPCA4-3,1
34651902,REL,EPCA4-4,1
34651902,REL,EPCA4-5,1
34651902,REL,EPCA4-6,1
34651902,REL,CA212C-24,7.456666667
34652002,REL,BOXL-35,1
34652002,REL,CA212C-24,77.41666667
34652002,REL,CA318C-88,103.4166667
34652002,REL,DA1-2,6
34652002,REL,DA2-38,34
34652002,REL,DA2-40,14
34652002,REL,DC11-16,1
34652002,REL,DC21-2,1
34652002,REL,DC22-115,1
34652002,REL,DC22-137,1
34652002,REL,DC221-19,1
34652002,REL,DC31-24,2
34652002,REL,DC32-36,3
34652002,REL,DC41-20,1
34652002,REL,DC42-27,2
34652002,REL,DLO-2,2
34652002,REL,DT1-31,4
34652002,REL,DT1-5,27
34652002,REL,DT2-14,9
34652002,REL,DT2-4,8
34652002,REL,DT2-49,2
34652002,REL,EA1-9,9
34652002,REL,EC22-70,1
34652002,REL,EC232-123,1
34652002,REL,EC31-13,4
34652002,REL,EC312-50,1
34652002,REL,EC41-16,1
34652002,REL,EC42-90,2
34652002,REL,EC82-183,1
34652002,REL,ELO-10,4
34652002,REL,ELO-2,1
34652002,REL,ELO-23,1
34652002,REL,ELO-27,2
34652002,REL,ET1-8,2
34652002,REL,ET1-19,4
34652002,REL,ET1-13,48
34652002,REL,ET1-35,10
34652002,REL,ET2-27,3
34652002,REL,ET2-34,12
34652002,REL,F10A-22,1
34652002,REL,F15A-40,2
34652002,REL,F5A-42,2
34652002,REL,FAST2-1,2
34652002,REL,FAST2-27,1
34652002,REL,FAST4-2,2
34652002,REL,FAST4-28,1
34652002,REL,FP-8,1
34652002,REL,LTP114-13,3
34652002,REL,LTP12-9,10.25
34652002,REL,LTP14-7,20.1
34652002,REL,LTP34-11,6
34652002,REL,LTP38-8,35.08
34652002,REL,LTP58-10,6.75
34652002,REL,TT2-58,2
34652002,REL,RL-6,6
34652002,REL,SK14-6,2.25
34652002,REL,SK18-24,1.5
34652002,REL,SK34-4,1.33
34652002,REL,SK38-32,0.5
34652002,REL,SKO34-1,1.33
34652002,REL,STR-19,1
34652002,REL,TA1-17,2
34652002,REL,TA1-2,7
34652002,REL,TA1-35,28
34652002,REL,TA2-27,31
34652002,REL,TC41-95,1
34652002,REL,TC42-7,1
34652002,REL,TT2-267,38
34652002,REL,TT2-32,2
34652002,REL,TT3-19,1
34652002,REL,TT3-21,1
34652002,REL,TT3-244,1
34652002,REL,TT3-9,1
34652002,REL,WGXL-12K,16
34652002,REL,WGXL-12R,36.5
34652002,REL,WGXL-14K,53.5
34652002,REL,WGXL-14R,10.91
34652002,REL,WGXL-14RK,5.625
34652002,REL,WGXL-14W,42.54166667
34652002,REL,WGXL-16K,263.62
34652002,REL,WGXL-16B,284.75
34652002,REL,WGXL-16R,4.083333333
34652002,REL,WGXL-16RK,23.37
34652002,REL,WGXL-16W,480.2916667
34652002,REL,WGXL-18K,12
34652002,REL,WGXL-18B,12.33333333
34652002,REL,WGXL-18I,2.875
34652002,REL,WGXL-18R,11.7
34652002,REL,WGXL-18W,8
34652002,REL,WSGX-6R,17.5
34652002,REL,SCL38-17,2.67
34950302,A,CA16204C-8,32.37
34950302,A,DA1-2,4
34950302,A,DA2-39,2
34950302,A,DA2-38,42
34950302,A,DA2-40,13
34950302,A,DA2-29,3
34950302,A,DC11-89,1
34950302,A,DC21-2,4
34950302,A,DC22-137,4
34950302,A,DC31-24,4
34950302,A,DC32-110,1
34950302,A,DC32-36,5
34950302,A,DC32-83,1
34950302,A,DC61-6,1
34950302,A,DC62-7,2
34950302,A,DC82-32,1
34950302,A,DC82-90,1
34950302,A,DLO-42,1
34950302,A,DT1-13,2
34950302,A,DT1-31,12
34950302,A,DT1-5,9
34950302,A,DT1-53,1
34950302,A,DT1-89,1
34950302,A,DT2-103,6
34950302,A,DT2-14,1
34950302,A,DT2-25,2
34950302,A,DT2-29,3
34950302,A,DT2-4,33
34950302,A,DT2-69,3
34950302,A,EA1-10,18
34950302,A,EA1-9,15
34950302,A,EC121-7,1
34950302,A,EC121-8,1
34950302,A,EC121-9,1
34950302,A,EC122-187,1
34950302,A,EC21-12,1
34950302,A,EC21-44,1
34950302,A,EC41-45,1
34950302,A,EC61-17,1
34950302,A,EC81-4,3
34950302,A,EC81-72,4
34950302,A,EC82-33,2
34950302,A,ELO-1,1
34950302,A,ELO-12,1
34950302,A,ELO-13,1
34950302,A,ELO-29,1
34950302,A,ELO-30,3
34950302,A,ELO-7,4
34950302,A,ELO-8,2
34950302,A,ELO-9,4
34950302,A,ET1-35,3
34950302,A,ET1-5,10
34950302,A,ET2-26,4
34950302,A,ET2-27,68
34950302,A,ET2-6,20
34950302,A,TC242-21,1
34950302,A,TC31-38,1
34950302,A,TT2-140,18
34950302,A,PT2-2,2
34950302,A,MT2-1,2
34950302,A,TT3-10,3
34950302,A,TT3-117,1
34950302,A,WGXL-12K,25.95833333
34950302,A,WGXL-12G,8
34950302,A,WGXL-12R,25.83333333
34950302,A,WGXL-12Y,21.25
34950302,A,WGXL-14K,54
34950302,A,WGXL-14R,20
34950302,A,WGXL-14RK,21.08333333
34950302,A,WGXL-14W,15.54166667
34950302,A,WGXL-14Y,23.83333333
34950302,A,WGXL-14YK,69.25
34950302,A,WGXL-16K,84.13
